COUNT,FILE,Licence holder,,,,,,LOCATION,,COORDINATES,,DISTRCIT,GRANT NUMBER,,,,,,,,Expected Annual rental ,Expected renewal fee,YEARS IN ARREAR,,,,,,,,,
Surface Water,NWRA/992,MOTOR-ENGIL,City Center,Peace ,1773810,mota-engil@mota-engil.mw,"Nasra House 1st Floor - City Center, Box 31379 - Lilongwe","Chiwaula Camp, TA Kalembo",,734053,8334189,Mangochi,SL43/2017,5,8/1/2019,9/1/2018,NWRA,750,Mkasi River,Construction,"3,832.50","200,000.00",,,,,,,,,,
Surface Water,NWRA/992,MOTOR-ENGIL,City Center,Peace ,1773810,mota-engil@mota-engil.mw,"Nasra House 1st Floor - City Center, Box 31379 - Lilongwe",,,659263,8251878,Mwanza,SL9/2013,5,22/9/2018,23/9/2013,NWRA,100,Mwanza River,Construction,"10,000.00","200,000.00",,,,,,,,,,
Surface Water,NWRA/992,MOTOR-ENGIL,City Center,Peace ,1773810,mota-engil@mota-engil.mw,"Nasra House 1st Floor - City Center, Box 31379 - Lilongwe",Kalikwembe,Suza,549260,8575794,Kasungu,SL77/2023,5,27/4/2028,28/4/2023,NWRA,80,Dwangwa river,Road construction,,,,,,,,,,,,
Surface Water,NWRA/992,MOTOR-ENGIL,City Center,Peace ,1773810,mota-engil@mota-engil.mw,"Nasra House 1st Floor - City Center, Box 31379 - Lilongwe",Jonasi,Kaluluma,555555,8610535,Kasungu,SL78/2023,5,27/4/2028,28/4/2023,NWRA,80,Mususu river,Road construction,,,,,,,,,,,,
Surface Water,NWRA/992,MOTOR-ENGIL,City Center,Peace ,1773810,mota-engil@mota-engil.mw,"Nasra House 1st Floor - City Center, Box 31379 - Lilongwe",Pitala,Chisikwa,557714,8627961,Kasungu,SL79/2023,5,27/4/2028,28/4/2023,NWRA,80,Lodiwa river,Road construction,,,,,,,,,,,,
Surface Water,NWRA/992,MOTOR-ENGIL,City Center,Peace ,1773810,mota-engil@mota-engil.mw,"Nasra House 1st Floor - City Center, Box 31379 - Lilongwe",Sitolo,Mnyanja,553959,8599677,Kasungu,SL80/2023,5,27/4/2028,28/4/2023,NWRA,80,Milanje river,Road construction,,,,,,,,,,,,
Surface Water,NWRA/992,MOTOR-ENGIL,City Center,Peace ,1773810,mota-engil@mota-engil.mw,"Nasra House 1st Floor - City Center, Box 31379 - Lilongwe",Chimenya,Chisikwa,557515,8625803,Kasungu,SL81/2023,5,27/4/2028,28/4/2023,NWRA,80,Nkhakama,Road construction,,,,,,,,,,,,
Surface Water,NWRA/993,Fort Johnson Hotel ,"Fort Johnstone hotel, Manngochi",Amin Kampala,N/A,N/A,Box 441,Amini Kampala,,744649,8398314,Mangochi,S15/2013,5,22/09/2018,23/09/2013,NWRA,5,shire river,Industrial,"10,000.00","200,000.00",no,no,no,no,no,no,no,no,no,no
Surface Water,NWRA/994,Sapitwa Peak Spring Water ,Blantyre,N/A,0999863997/0888863997,N/A,P/Bag 62,Mulanje Mountain,,769258,8227431,Blantyre,S.16/2013,5,22/09/2018,23/09/2013,NWRA,10,Naming'azi River,Industrial,"10,000.00","200,000.00",no,no,no,no,no,no,no,no,no,no
Surface Water,NWRA/1000,TROPHA ESTATE,Ekwendeni,N/A,N/A,N/A,"Box 45, Ekwendeni",Ekwendeni,,954,504,Mzimba,SL24/2014,5,22/11/2014,23/11/2009,NWRA,200,Lunyangwa River,Irrigation,"10,000.00","200,000.00",no,no,no,no,no,no,no,no,no,no
Surface Water,NWRA/1000A,"Tropha Limited, Nkhozo Estate",Ekwendeni,,,,"Box 45, Ekwendeni",Ekwendeni,,581339,8790979,Rumphi,SL532/1974,5,23/11/2028,23/11/2023,NWRA,27650,Lunyina river,Irrigation,,,,,,,,,,,,
Surface Water,NWRA/1001,Jacaranda LTD,Jacaranda Farm in Dedza,N/A,N/A,N/A,"Box 32704, Blantyre","Ndevu Village, Dedza",,13 45 45.3,34 12 46.6,Dedza,SL14/2013,5,22/9/2018,23/9/2013,NWRA,80,Lifidzi River,Irrigation,"10,000.00","200,000.00",,,,,,,,,,
Surface Water,NWRA/1033,Malawi Mangoes Operations Limited,Salima,Pearson Sakhwi,997125216,pearson@malawimangoes.com,"Box 499, Salima",T/A Kambwiri,,654930,8497582,Salima,SL19/2014,5,28/9/2027,29/9/2022,NWRA,14000,Lake Malawi,Irrigation,"137,714.50", -   ,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
Surface Water,NWRA/1052,Chandumba A Irrigation Scheme,"Chikwatula EPA, Chinkhande Village, Mzimba",Anderson ,999139408,N/A,N/A,Mbalame Village,,13 24.382,35 57.337,Ntchisi,SL1/2014,1,22/10/2015,22/10/2014,NWRA,250,Chandumba stream,Irrigation,"10,000.00","200,000.00",,,,,,,,,,
Surface Water,NWRA/1053,Kanunkha Irrigation Scheme,"Ndundu Village, T/A Vusojere, Ntchisi",N/A,N/A,N/A,"P/A Nyanga School, Chinthembwe","Ndundu Village, T/A Vusojere, Ntchisi",,N/A,N/A,Ntchisi,SL2/2014,5,,Missing Licence,NWRA,N/A,N/A,Irrigation,"10,000.00","200,000.00",no,no,no,no,no,no,no,no,no,no
Surface Water,NWRA/1054,Makonde Irrigation Scheme,"Makonde Irrigation Scheme, Ntchisi",Lozimeri Labson,N/A,N/A,"Box 57, Mponela, Dowa","Makonde, Ntchisi",,"13'24.659""","033'54.126""",Ntchisi,SL3/2014,N/A,22/10/2015,22/10/2014,NWRA,201.6,Kasangadzi River,Irrigation,"10,000.00","200,000.00",no,no,no,no,no,no,no,no,no,no
Surface Water,NWRA/1055,Kayuwi Irrigation Club,"Kanyama 2 Village, T/A Chikho, Ntchisi",,Daniel Mofati/Chikaonda Mchita/Teleza Kakwimba,N/A,N/A,"PA Chinthembwe, Ntchisi",,Kanyama Village,Missing License,Missing License,Ntchisi,GL04/2014,N/A,22/10/2019,41934,NWRA,300,Borehole, Irrigation ,"10,000.00",200000,no,no,no,no,no,no,no,no,no
Surface Water,NWRA/1057,Kachiza Weza Irrigation Scheme,"Mwansambo, Dowa",Bauleni Peter/Jekete Chateka/Liviness Shitin,N/A,N/A,"Box 64, Mwansambo",Mwansambo,,13 22.433',33.05.787,Dowa,SL06/2014,N/A,22/10/2019,22/10/2014,NWRA,25.65,Artesian Well,Irrigation,"10,000.00","200,000.00",no,no,no,no,no,no,no,no,no,no
Surface Water,NWRA/1058,Chinguluwe Irrigation Scheme,Chinguluwe Scheme,Pikeni Kalipentala/Malia Chidothi/Estry Malizani,N/A,N/A,"Kanyenda FP School, Box 57, Mponela","Chinguluwe, Ntchisi",,13 29.773',33.53.642',Ntchisi,SL7/2014,N/A,22/10/2019,22/10/2014,NWRA,388.8,Kasangadzi River,Irrigation,"10,000.00","200,000.00",no,no,no,no,no,no,no,no,no,no
Surface Water,NWRA/1059,Chiluwa  Irrigation Scheme,Ntchisi,,,,"PA Chinthembwe, Ntchisi",Mwangala,,617297,8505713,Ntchisi,SL 19/2008,N/A,17/11/2013,18/11/2008,NWRA,10523.1,Chiluwa river,irrigation,,,,,,,,,,,,
Surface Water,NWRA/1060,Kalata Irrigation Scheme,"Kalata Irrigation Scheme, Chinthembwe, Ntchisi",Anderson Davison,N/A,N/A,"PA Chinthembwe, Ntchisi","Chinthembwe, Ntchisi",,13027.388',34000.052',Ntchisi,SL9/2014,N/A,22/10/2019,22/10/2014,NWRA,20.74,Masamba stream,Irrigation,"10,000.00","200,000.00",no,no,no,no,no,no,no,no,no,no
Surface Water,NWRA/1061,Chandumba B Irrigation Scheme,"Chinkhande Village, Ntchisi",N/A,N/A,N/A,"Box 37, Ntchisi","Chikwatula EPA, Chinkhande Village, Ntchisi",,13027.388',34000.052',Ntchisi,SL10/2014,N/A,22/10/2019,22/10/2014,NWRA,108,Chitenje River,Irrigation,"10,000.00","200,000.00",no,no,no,no,no,no,no,no,no,no
Surface Water,NWRA/1062,Kachulu Irrigation Scheme,Njanga FP school,Esau Mwale/Lezita Naphiri,N/A,N/A,C/O Njanga FP School,Njanga FP school,,13024.382',33058.032',Ntchisi,SL11/2014,N/A,22/10/2019,22/10/2014,NWRA,120,Chandumba Stream,Irrigation,"10,000.00","200,000.00",no,no,no,no,no,no,no,no,no,no
Surface Water,NWRA/1063,Kamtope Irrigation Scheme,Chiyendera Mwano Village,Falison Mwale/Davison Kapichira/Iwalani Nthukwa,999370446,N/A,"Box 49, Ntchisi",Chiyendera Mwano Village,,13023.860',33057.524,Ntchisi,SL12.2014,N/A,22/10/2019,22/10/2014,NWRA,112.5,Chandumba Stream,Irrigation,"10,000.00","200,000.00",no,no,no,no,no,no,no,no,no,no
Surface Water,NWRA/1064,Chiyambi Irrigation Scheme,Chinthembwe,Mickson Kambiri/Dankion Levison,N/A,N/A,"PA Chinthembwe, Ntchisi",Chinthembwe,,N/A,N/A,Ntchisi,SL13/2014,N/A,22/10/2019,22/10/2014,NWRA,400,Chafumbi River,Irrigation,"10,000.00","200,000.00",no,no,no,no,no,no,no,no,no,no
Surface Water,NWRA/1065,Kaseche Irrigation Scheme,"Kapondera Village, Ntchisi",Mtaba Kachitsotso/Daniel Samalani/Chilambula Mtsunda,N/A,N/A,"Box 37, Ntchisi",Kalila EPA,,13023.705',33058.250',Ntchisi,SL14/2014,N/A,22/10/2019,22/10/2014,NWRA,201.6,Chandumba stream,Irrigation,"10,000.00","200,000.00",no,no,no,no,no,no,no,no,no,no
Surface Water,NWRA/1066,Chifwerekete Irrigation Scheme,Chandulu FP School,Matiyasi Chilongo/Bright Luka,N/A,N/A,"Box 7, Ntchisi",Chandulu FP School,,13 19.977,33 59.629,Ntchisi,SL15/2014,N/A,22/10/2019,22/10/2014,NWRA,200,Langa Stream ,Irrigation,"10,000.00","200,000.00",no,no,no,no,no,no,no,no,no,no
Surface Water,NWRA/1067,BUA Hydropower PVT LTD,"Area 9/373, Lilongwe",Datla,992349999,datla.kr@avasyaresources.com,"Box 279, Lilongwe",Kasungu,,13 028.5,"33 55'47.6""",Kasungu,SL16/2014,1,22/10/2015,22/10/2014,NWRA,"1000, 17000,14000, 100000, 4838500, 3000000",Bua River,"Domestic, Public, Irrigation, Industrial, Power, Conservation","169,838,500.00","200,000.00",no,no,no,no,no,no,no,no,no,no
Surface Water,NWRA/1068,Coil Industries Limited,"Area 14, Lilongwe",N/A,N/A,sikuharoon@hotmail.net/shamrock@malawi.net,"Box 681, Lilongwe",Area 14,,673526,8485737,Lilongwe,SL17/2014,N/A,22/10/2015,22/10/2014,NWRA,2000,Lake Malawi,Irrigation,"20,476.50","200,000.00",no,no,no,no,no,no,no,no,no,no
Surface Water,NWRA/1070,Flue Acres Limited/Agrivest Limited,Lilongwe,Steve Roberts,992062186,steve@agrivest.mw,"Box 2306, Lilongwe",Mangochi,,772366,8390218,Mangochi,SL338/2021,5,29/6/2026,30/6/2021,NWRA,2500,Namiyanja river,Irrigation,"25,093.75", -   ,no,no,yes,yes,yes,yes,yes,yes,yes,yes
Surface Water,NWRA/1070,Flue Acres Limited/Agrivest Limited,Lilongwe,Steve Roberts,992062186,steve@agrivest.mw,"Box 2306, Lilongwe",Mangochi,,772366,8390218,Mangochi,SL5/2021,5,29/6/2026,30/6/2021,NWRA,500000,Namiyanja river,Irrigation,"5,119,125.00", -   ,no,no,yes,yes,yes,yes,yes,yes,yes,yes
Surface Water,NWRA/1070,Flue Acres Limited/Agrivest Limited,Lilongwe,Steve Roberts,992062186,steve@agrivest.mw,"Box 2306, Lilongwe",Mangochi,,771926,8383171,Mangochi,SL20/2014,5,29/6/2026,30/6/2021,NWRA,43.2,Koche River,Irrigation,"10,000.00", -   ,no,no,yes,yes,yes,yes,yes,yes,yes,yes
Surface Water,NWRA/1070,Flue Acres Limited/Agrivest Limited,Lilongwe,Steve Roberts,992062186,steve@agrivest.mw,"Box 2306, Lilongwe",Mangochi,,752078,8440482,Mangochi,SL27/2014,5,29/6/2026,30/6/2021,NWRA,43.2,Luwerere/Nansato River Confluence,Irrigation,"10,000.00", -   ,no,no,yes,yes,yes,yes,yes,yes,yes,yes
Surface Water,NWRA/1071,Maurice Newa,"Area 12/264, ",Mrs Newa,999271107,N/A,"Box 160, Chipoka","Lameck Village, GVH Nkhwidzi, T/A Ndindi, Salima",,658101/659326,8447954/8443898,Salima,SL21/2014,N/A,21/10/2019,22/10/2014,NWRA,N/A,Artesian Well,Irrigation/Fisheries,"20,000.00","200,000.00",no,no,no,no,no,no,no,no,no,no
Surface Water,NWRA/1073,Chiwale Irrigation Scheme,Linga EPA,Lobati M'baya,N/A,N/A,"Box 46, Nkhotakota","Chiwale scheme, Linga EPA",,636625,8554178,Nkhotakota,SL25/2014,N/A,N/A,N/A,NWRA,740,Mbambala Stream,Irrigation,"10,000.00","200,000.00",no,no,no,no,no,no,no,no,no,no
Surface Water,NWRA/1074,Lipimbi Irrigation Scheme,Linga EPA,P. Muhamudu,N/A,N/A,"Box 46, Nkhotakota","Lipimbi Village, Linga EPA",,636447,8554235,Nkhotakota,SL26/2014,N/A,N/A,N/A,NWRA,900,Mphika wa Chiuta,Irrigation,"10,000.00","200,000.00",no,no,no,no,no,no,no,no,no,no
Surface Water,NWRA/1076,Phata Sugar Outgrowers Cooperative (Phata Irrigation Scheme),T/A Maseya,N/A,N/A,N/A,"Box 220, Chikwawa","T/A Maseya, Chikwawa",,701034,8216331,Chikwawa,SL29/2014,N/A,N/A,N/A,NWRA,39800,shire river,Irrigation,"415,472.20","200,000.00",no,no,no,no,no,no,no,no,no,no
Surface Water,NWRA/1053,Kanunkha Irrigation Scheme,"Ndundu Village, T/A Vusojere, Ntchisi",N/A,N/A,N/A,"P/A Nyanga School, Chinthembwe","Ndundu Village, T/A Vusojere, Ntchisi",,N/A,N/A,Ntchisi,SL2/2014,5,,Missing Licence,NWRA,N/A,N/A,Irrigation,"10,000.00","200,000.00",no,no,no,no,no,no,no,no,no,no
Surface Water,NWRA/1153,Kapando Irrigation Sugar Growers LTD.,Nkhotakota,N/A,N/A,N/A,"Box 2358, Lilongwe",Nkhotakota,,610267,8644380,Nkhotakota,SL11/2015,1,8/12/2016,9/12/2015,NWRA,12117.6,Lake Malawi,Irrigation,"138,658.67","200,000.00",no,no,no,no,no,no,no,no,no,no
Surface Water,NWRA/1156,Chimundi Community,"Nambuma, T/A Kayembe, Dowa",N/A,N/A,N/A,"P/Bag 2, Dowa","Nambuma, Dowa",,560855,8486600,Dowa,SL02/2015,1,8/12/2016,9/12/2015,NWRA,97.2,Chimundi Stream,Domestic/Irrigation, -   ,"200,000.00",no,no,no,no,no,no,no,no,no,no
Surface Water,NWRA/1157,Loti Community,"T/A Lukwa, Kasungu",N/A,N/A,N/A,"P/Bag 1, Kasungu",T/A Lukwa,,N/A,N/A,Kasungu,SL03/2015,1,8/12/2016,9/12/2015,NWRA,94.6,Linyangwa River,Domestic/Irrigation, -   ,"200,000.00",no,no,no,no,no,no,no,no,no,no
Surface Water,NWRA/1159,Mayula Community,"T/A Mpherembe, Mzimba",N/A,N/A,N/A,"Box 132, Mzimba","T/A Mpherembe, Mzimba",,653900,8756625,Mzimba,SL06/2015,1,8/12/2016,9/12/2015,NWRA,97.2,Mayula Stream,Domestic/Irrigation, -   ,"200,000.00",no,no,no,no,no,no,no,no,no,no
Surface Water,NWRA/1160,Kabanga Community,"T/A Dzoole, Dowa",N/A,N/A,N/A,"P/Bag 2, Dowa","T/A Dzoole, Dowa",,567006,8507040,Dowa,SL14/2015,1,8/12/2016,9/12/2015,NWRA,97.2,Kabanga Stream,Domestic/Irrigation,,"200,000.00", -   ,no,no,no,no,no,no,no,no,no
Surface Water,NWRA/1171,Kamndele Irrigation Scheme,Ntchisi,Filimon John/Maclean Kalidzobwe,N/A,N/A,"c/o Ntchisi CCAP, Box 49, Ntchisi",Ntchisi,,13 24.882',33 56.889',Ntchisi,SL08/2015,1,8/12/2016,9/12/2015,NWRA,540,Chandumba River,Irrigation,"10,000.00","200,000.00",no,no,no,no,no,no,no,no,no,no
Surface Water,NWRA/1172,Naliomba Irrigation Scheme,"Chitedze Village, Mpherere Parish, Ntchisi",N/A,N/A,N/A,"Box 4, Ntchisi","Chidzaye Village, Mpherere Parish, Ntchisi",,13 23.319',33 55.465',Ntchisi,SL09/2015,1,8/12/2016,9/12/2015,NWRA,350,Mpherere river,Irrigation,"10,000.00","200,000.00",no,no,no,no,no,no,no,no,no,no
Surface Water,NWRA/1175,Tiyesele Irrigation Scheme,"Chitedze Village, Mpherere Parish, Ntchisi",Malitani Andimosi/Andimosi Phiri,N/A,N/A,"Box 4, Ntchisi","Chitedze Village, Mpherere Parish, Ntchisi",,13 22.924',33 58.330',Ntchisi,SL15/2015,1,8/12/2016,9/12/2015,NWRA,150,Chafumbi river,Irrigation,"10,000.00","200,000.00",no,no,no,no,no,no,no,no,no,no
Surface Water,NWRA/1176,Nkhokomwa Irrigation Scheme,"Tsokonombwe Village, Ntchisi",Lenadi Malani/Velinasi Nkhoma,N/A,N/A,"c/o Kwezani LEA School, P/Bag 48, Ntchisi","Tsokonombwe Village, Ntchisi",,13 19.375',33 58.358',Ntchisi,SL22/2015,1,8/12/2016,9/12/2015,NWRA,24.19,Chafumbi river,Irrigation,"10,000.00","200,000.00",no,no,no,no,no,no,no,no,no,no
Surface Water,NWRA/1176B,Mikula Irrigation Scheme,"Chikwatula EPA, Ntchisi",Yohane Mphamba/Maliya Oziward,N/A,N/A,"c/o Chikwatula EPA, Box 37, Ntchisi","Chikwatula EPA, Ntchisi",,13 20.920',33 56.947',Ntchisi,SL21/2015,1,8/12/2016,9/12/2015,NWRA,40,Kapunda stream,Irrigation,"10,000.00","200,000.00",no,no,no,no,no,no,no,no,no,no
Surface Water,NWRA/1177,Umodzi Irrigation Scheme,"Kajawa Village, Ntchisi",N/A,N/A,N/A,"PA Chinthembwe, Box 1, Ntchisi",Kajawa Village,,13 23.361',33 58.928',Ntchisi,SL23/2015,1,8/12/2016,9/12/2015,NWRA,25,Chintenje Stream,Irrigation,"10,000.00","200,000.00",no,no,no,no,no,no,no,no,no,no
Surface Water,NWRA/1178,Chithowe Water Users Group,"Kasitu EPA, Nkhotakota",N/A,N/A,N/A,"c/o Nkhotakota RDP, Box 41, Nkhotakota",Kasitu EPA,,609736,8652750,Nkhotakota,SL24/2015,1,8/12/2016,9/12/2015,NWRA,2.6,Kasitu River,Irrigation,"10,000.00","200,000.00",no,no,no,no,no,no,no,no,no,no
Surface Water,NWRA/1230,Plem Construction LTD.,"Kanengo, Lilongwe",Sathish Kumar ,N/A,N/A,"Box 1259, Kanengo, Lilongwe",Bwanje Dam,,662918,8411727,Dedza,SL02/2017,5,8/1/2019,9/1/2018,NWRA,"3640, 3700",Namikowe river,Domestic/Industrial,"772,887.50","200,000.00",no,no,no,no,no,no,no,,,
Surface Water,NWRA/1230,Plem Construction LTD.,,,,,"Box 1259, Kanengo, Lilongwe",Nkhwichi,Chakhaza,567103,8529354,Dowa,SL151/2023,5,7/3/2029,8/3/2024,NWRA,152000,Kasangadzi river,Dam construction,,,,,,,,,,,,
Surface Water,NWRA/1231,David Kazembe ,"Madzi Cottage, Maudzu Village, Mangochi",David Kazembe,N/A,N/A,"Box 31962, Chichiri, Blantyre 3","Madzi Cottage, Maudzu Village, Mangochi",,727358,8420156,Mangochi,,5,N/A,N/A,NWRA,10,Lake Malawi,Domestic ,"10,000.00","200,000.00",no,no,no,no,no,no,no,no,no,no
Surface Water,NWRA/1232,Kalpataru Power Transmission ,"House no. 103/1, Area 3",Shivam,09999121156/0992684432,srid.c@kalpatarupower.com,"Box 30952, Lilongwe ","Kasina, Dedza",,621491,8432382,Dedza,SL04/2017,5,10/1/2019,9/1/2018,NWRA,3,Linthipe River,Construction,"10,000.00","200,000.00",no,no,no,no,no,no,,,,
Surface Water,NWRA/1232,Kalpataru Power Transmission ,"House no. 103/1, Area 4",Shivam,09999121156/0992684433,srid.c@kalpatarupower.com,"Box 30952, Lilongwe ",Lilongwe,,13.5328,33.4755,Lilongwe,SL5/2017,5,10/1/2019,9/1/2018,NWRA,5,Nankhaka River,Construction,"10,000.00","200,000.00",no,no,no,no,no,no,,,,
Surface Water,NWRA/1232,Kalpataru Power Transmission ,"House no. 103/1, Area 5",Shivam,09999121156/0992684434,srid.c@kalpatarupower.com,"Box 30952, Lilongwe ",Mzimba,,600332.2,8741960.68,Mzimba,SL6/2017,5,10/1/2019,9/1/2018,NWRA,3,Ng'ongo River,Construction,"10,000.00","200,000.00",no,no,no,no,no,no,,,,
Surface Water,NWRA/1232,Kalpataru Power Transmission ,"House no. 103/1, Area 6",Shivam,09999121156/0992684435,srid.c@kalpatarupower.com,"Box 30952, Lilongwe ","Diamphwe, Lilongwe",,620365,8443670,Lilongwe,SL7/2017,5,10/1/2019,9/1/2018,NWRA,3.5,Diamphwe River,Construction,"10,000.00","200,000.00",no,no,no,no,no,no,,,,
Surface Water,NWRA/1232,Kalpataru Power Transmission ,"House no. 103/1, Area 7",Shivam,09999121156/0992684436,srid.c@kalpatarupower.com,"Box 30952, Lilongwe ",Mzimba,,61700,8741432,Mzimba,SL8/2017,5,10/1/2019,9/1/2018,NWRA,3.5,Lunyangwa River,Construction,"10,000.00","200,000.00",no,no,no,no,no,no,,,,
Surface Water,NWRA/1232,Kalpataru Power Transmission ,"House no. 103/1, Area 8",Shivam,09999121156/0992684437,srid.c@kalpatarupower.com,"Box 30952, Lilongwe ",Bwengu,,595677,8759354,Mzimba,SL9/2017,5,10/1/2019,9/1/2018,NWRA,2,Kasitu River,Construction,"10,000.00","200,000.00",no,no,no,no,no,no,,,,
Surface Water,NWRA/1232,Kalpataru Power Transmission ,"House no. 103/1, Area 9",Shivam,09999121156/0992684438,srid.c@kalpatarupower.com,"Box 30952, Lilongwe ","Chintheche, Nkhatabay",,630974,8697826,Nkhatabay,SL10/2017,5,10/1/2019,9/1/2018,NWRA,2,Lweya River,Construction,"10,000.00","200,000.00",no,no,no,no,no,no,,,,
Surface Water,NWRA/1232,Kalpataru Power Transmission ,"House no. 103/1, Area 10",Shivam,09999121156/0992684439,srid.c@kalpatarupower.com,"Box 30952, Lilongwe ","Chintheche, Nkhatabay",,629107,8729021,Nkhatabay,SL12/2017,5,10/1/2019,9/1/2018,NWRA,2,Luwawa River,Construction,"10,000.00","200,000.00",no,no,no,no,no,no,,,,
Surface Water,NWRA/1232,Kalpataru Power Transmission ,"House no. 103/1, Area 11",Shivam,09999121156/0992684440,srid.c@kalpatarupower.com,"Box 30952, Lilongwe ",Nkhatabay,,628146,88692796,Nkhatabay,SL34/2017,5,10/1/2019,9/1/2018,NWRA,2,Kawiya River,Construction,"10,000.00","200,000.00",no,no,no,no,no,no,,,,
Surface Water,NWRA/1232,Kalpataru Power Transmission ,"House no. 103/1, Area 12",Shivam,09999121156/0992684441,srid.c@kalpatarupower.com,"Box 30952, Lilongwe ",Nkhatabay,,631751,8723035,Nkhatabay,SL11/2017,5,10/1/2019,9/1/2018,NWRA,2,Limphasa River,Construction,"10,000.00","200,000.00",no,no,no,no,no,no,,,,
Surface Water,NWRA/1232,Kalpataru Power Transmission ,"House no. 103/1, Area 13",Shivam,09999121156/0992684442,srid.c@kalpatarupower.com,"Box 30952, Lilongwe ",Nkhatabay,,629488,8727094,Nkhatabay,SL13/2017,5,10/1/2019,9/1/2018,NWRA,2,Makwezu River,Construction,"10,000.00","200,000.00",no,no,no,no,no,no,,,,
Surface Water,NWRA/1232,Kalpataru Power Transmission ,"House no. 103/1, Area 14",Shivam,09999121156/0992684443,srid.c@kalpatarupower.com,"Box 30952, Lilongwe ",Nkhatabay,,630974,8697826,Nkhatabay,SL14/2017,5,10/1/2019,9/1/2018,NWRA,2,Luwazi River,Construction,"10,000.00","200,000.00",no,no,no,no,no,no,,,,
Surface Water,NWRA/1233,Kam'mwamba Irrigation Scheme,"Mawete Village, Ntchisi",David Kanyama/Ana Kachikho,N/A,N/A,"c/o Chalunda School, Box 7, Ntchisi",Ntchisi,,564250.88,8457225.33,Ntchisi,SL15/2017,5,10/1/2019,9/1/2018,NWRA,490,Langa Stream,Irrigation,"10,000.00","200,000.00",no,no,no,no,no,no,,,,
Surface Water,NWRA/1234,Nambala Irrigation Scheme,Kaura EPA,Rakisoni Tembo/Arefe Phiri/Falesi Makina,N/A,N/A,"c/o Kalira EPA, Box 37, Ntchisi",Kaura EPA,,605658,8520855,Ntchisi,SL16/2017,5,10/1/2019,9/1/2018,NWRA,800,Chitenje Stream,Irrigation,"10,000.00","200,000.00",no,no,no,no,no,no,,,,
Surface Water,NWRA/1235,Chithimba Fish and Irrigation Club,Chikwatula EPA,Agnesi Josaya/Nolia Paul,N/A,N/A,"Box 37, Ntchisi",Chikwatula EPA,,605658,8520855,Ntchisi,SL17/2017,5,10/1/2019,9/1/2018,NWRA,40.5,Chithiba Stream,Irrigation,"10,000.00","200,000.00",no,no,no,no,no,no,,,,
Surface Water,NWRA/1236,Ntchenachena WUA,Ntchenachena,N/A,N/A,N/A,N/a,Ntchenachena,,611531,8811751,Rumphi,SL19/2017,5,10/1/2019,9/1/2018,NWRA,6278.4,Ntchenachena River,Irrigation,"33,228.43","200,000.00",no,no,no,no,no,no,,,,
Surface Water,NWRA/1239,Sawa Group,"Njewa, Lilongwe",N/A,N/A,N/A,"Box 31560, Lilongwe","Nyirenda Spring,T/A Mzikubola, Mzimba",,N/A,N/A,Mzimba,SL24/2017,5,10/1/2019,9/1/2018,NWRA,30,Nyirenda Stream,Construction,"10,000.00","200,000.00",no,no,no,no,no,no,,,,
Surface Water,NWRA/1242,Kanjaye M.B.,Area 47/4,M.B. Kanjaye,999464670,modesta.banda@gmail.com,Private Bag 390,Chibungizya village,,N/A,N/A,Kasungu,SL 30/2017,5,1/9/2022,1/9/2018,NWRA,3,Cheyo Stream ,Irrigation,"10,000.00","200,000.00",no,no,no,no,no,no,,,,
Surface Water,NWRA/1244,Millennium Energy Limited,,Mr Michael Kadango/Mr Chanveka/Mr Jeke,0993911767/0991284501/0994757813/0884046488,N/A,"Box X208, Crossroads, Lilongwe",Cross Roads,,N/A,N/A,Mwanza,SL 32/2017,5,1/9/2022,1/9/2018,NWRA,36000,Shire River,Industrial (cooling),"578,160.00","200,000.00",no,no,no,no,no,no,,,,
Surface Water,NWRA/1245,Ulisya Bay Lodge,Likoma,Christopher Steven,888648601,N/A,"Box 31, Likoma",Likoma,,687823,8667499,Likoma,SL 35/2017,5,1/9/2022,1/9/2018,NWRA,7,Lake Malawi,Irrigation,"10,000.00","200,000.00",no,yes,yes,yes,yes,yes,,,,
Surface Water,NWRA/1246,South Island LTD,Likoma,N/A,N/A,N/A,"Box 19, Likoma",Likoma,,6874423,8662298,Likoma,SL36/2017,5,1/9/2022,1/9/2018,NWRA,3,Lake Malawi,Irrigation,"10,000.00","200,000.00",no,no,no,no,no,no,,,,
Surface Water,NWRA/1247,Likoma Water User Ass.,,,,,"Box 8, Likoma",Likoma,,689711,8663562,Likoma,SL 37/2017,5,1/9/2022,1/9/2018,NWRA,550,Lake Malawi,Public water supply,"10,000.00","200,000.00",no,no,no,no,no,no,,,,
Surface Water,NWRA/1249B,Katundu House,Likoma,N/A,N/A,N/A,"Box 72, Likoma",Likoma,,686180,8663676,Likoma,SL 39/2017,5,1/9/2019,1/9/2018,NWRA,7,Lake Malawi,Irrigation,"10,000.00","200,000.00",no,no,yes,yes,yes,yes,yes,,,
Surface Water,NWRA/1249,Mango Drift Lodge,Likoma,N/A,N/A,N/A,"Box 72, Likoma",Likoma,,686848,8664124,Likoma,SL 40/2017,5,1/9/2019,1/9/2018,NWRA,4,Lake Malawi,Irrigation,"10,000.00","200,000.00",no,no,yes,yes,yes,yes,yes,,,
